1 15731ab18fb548d3ba600766c3462d5f   001 0000042395734 0000002301201 0000040094533
20f99818278c24d9d962e8ae60960c6870000009777314     2
2b007362315174e2fbc194edfa12f73240000002940636     1
2798c7e2cd6ed4d5a8f2734182be151070000009801200     1
2cac68bc116aa45f6851d3aa9b472a9dc0000002007832     2
251417600e3584bc79d958d498beec42b0000003264524     1
248b5a7aa8ce44218af78172664f59af80000003375522     1
2023cf7b52c4945fcbfcd89549886bf5c0000004820576     1
2636eb86c135d40eb8dcb5ba2c88b81650000009080086     1
249d515a56ef4418ab76204825fc1bb570000009483941     2
26317628bee734de9a21d4f1452d9c7a70000008181820     1
3c990d080df9c4418a545e372a0737f4f0000000354581   0
37badac36ebf5422a98db487164ebd6f50000000500691   1
4               202204257c39606976a54e93aac9ee1424ff1e94
147fa55e335394332a5b2ac201d259c9d   001000017244994200000015671710000170882771
25ba5eff4f4a94effb1f3cb97198daf4e0000000786866     2
24b39f79be090481b964577742f16dae00000008253629     2
2ea8a37990a1f435d88491c0d615dd74b0000009947884     1
2d3364c317fee48e6a1050637076dfad10000006047150     1
2c7b1beb3f7794087a2d67ab036bd04490000007693958     1
2d1b49a300a98419f8aaaacfc6a01ec980000001863046     1
23fbbe6215c914ba78bb442d60247ee0b0000004462629     1
2064550f2d8f148f6bf008ebecb468c700000009321846     2
2606c1337b83442bca3ffb00473cfba300000000480499     1
216048311799e49a5a7917a25e08f1ad00000000052068     2
2b9f9efc179654bcda7f0ce99025aeea70000005987740     1
2a9eed3fe70c2403f8f90d394d474dd880000002383713     2
2f5c8cdceaf1843838f5b10958c7be1cf0000008890598     2
29c1c35d9fbd94fbeacc0fd73ccd6231b0000007544235     2
2e91101cb8d574c5cbed65eb46fca89470000007010699     1
2802d6593ff8a46d199443c3db9195ceb0000009531367     1
2a2001338294342048cccd7ae79dff3cb0000001667710     2
2d5293ca9ec4e4d2187d3d4ed5c83fb530000001439031     1
2a40a3334f088495cb58b6e42e184e7dd0000000964770     2
24b8bd2a2f26c4dd4b3533d3610049e160000005263546     2
2a5cb75a1c0f74bf9bd94af7766cc46070000008137208     1
202d269a3cd974525920e08a09483ffc80000003468998     2
25212ede5c93f40e9af9890bb28b40ad80000005433536     2
2fabe5acd483a43f6aa378766ecb609f70000006188163     1
2fb556cfa904e4ed8abbce724a17e42aa0000001562560     2
2d4961ca6b54f466bb42c5a76dcfb4e840000004938044     2
246ee1cdf50ea4ca2937651e5bc3c280d0000009920680     1
29996ec9cd00e4dd0a4b31dbeb63de7d10000007004287     2
2d5ddfd4e12e145ffab4339af61573a240000000412716     2
2eb0421bb86054255882a0d9a9886bf610000003206348     1
2550aa5cc63954576a171d893d97e6c910000000677840     2
260d2202751a54d02b3ccbb5463a1fa330000000649020     2
2d295e72337534ac68ad68c0ef06ef0500000005947932     1
247a71a04390440d6b4892edb6668fd9e0000008708590     1
2132d030340a34de98ead133df643c0650000007705743     2
297afa76f74f74b58b5603888689565cf0000006851620     1
235b288a1f5484613b5cea02ea7cd25530000003799018     1
28b77fab4823f4d32a3696577daf013140000001465078     2
27987620adb734777b146a7927be1a3490000002125149     2
2db63d2b3afd448b1afec0f6897f97cb70000001179839     1
2d888f6d34d40401e9becf21397454da20000000988017     1
29f023b6d26fe41fe907f0b69183ac0ce0000002771746     1
2c5164fe188784e17aa1272285e58f86c0000003071011     1
22a10972fa29647b5a39763fc94c176d40000008936933     2
2007fe1f81e3d49e285babd35fe5a287a0000007188736     2
21e70655ea41348e3aa0e0404989eb5be0000004146267     1
2e745605937714efeb2798d5fbf0eb0c30000005693956     1
27670ba7e6bfb4ee1a9a035ba0c5a2ced0000004543701     1
280eff489e19d4eaca56858fdbe7c6cee0000008926481     1
26cf9cf2df73b47b19dfb7c1097ad11a20000009763297     2
20eba75adda554f24859131aeb06063200000007079730     2
2f997de56085d48b485ccb86be0017d060000003880772     1
261704a0878d343028e0253f7ddcfe42a0000001978115     2
2a4647626635b4c38b2356a7c6ff68b6e0000008690995     2
2daa990dc87f74e92b84f3b495d485bf40000003577221     1
2b38881acff5c493eac79ae225e4162d40000003875264     2
2730596ea55bf42868e06b63667e4898d0000004648535     1
2473cc6677808429ea1cff9aeb6bc0d480000004019056     2
22da40c9147df4aea9e17d72d6c9fed350000008276581     1
2466fae1ff2284d0481f95affdd94c3090000000795844     1
28f3521e192e2412aacb703725da94f310000000171620     2
2540e95b757b046b6b08cce1c40a6b3430000008441502     2
2954e6351b82c4a4785507afb322bcd860000009702602     1
270f4bac98fa34ac5b3427c4865b2f0260000003023807     1
39666fd29d48441bc93900ceadb5f67c20000000803428   0
34a1a777be63b4f27b382886f15c7a41f0000000763743   1
4               20220411656674aa55094c59a68fdf03b4f94d86
1a1e7e7afde5b4b6ea4d0767d543def3d   000000011041945800000015312940000108888164
2415b5273f1c04e6ba577c9dacef2333d0000005444623     1
2758150bdf4e74e44859f43dfdc96ffde0000002591482     2
24c2eb9f610534c2a9b46d4209e92f7310000002312200     1
236222d50affe4096824b4318c922f7ba0000000013332     1
2bae6fe8acfc94ef198b584cff712dd3c0000001284462     1
2a16eae9d578a48b6bcbc6f9387050ca60000005327896     2
23477d4a1c1a847a688e6dffc1f3b40b90000006376045     1
21233f8710a3b4a5ea624d437bfb03e590000007109353     2
24df81a840c6d4e2d809a96b50b3d3f670000001984216     2
274497b7f979f42cea3b5845251ab7bd70000002706506     2
2ad6a62f31a444158a24ce84e45266cba0000000451478     2
25c68c5aa8f5c46e8b191ba93b3f16b4e0000007265239     2
2abd536cfaf3645198a4857af165fcb4c0000006096334     2
2dfebae4b14be49af83be18d1912191600000001584331     1
29a4a54ff228f486eaf3bd1cb0fdb9bfc0000003217696     2
2f2049c43d09e47d38d3aa9203e2b98400000001751135     1
2de8d9d50c3f14ab886dd56443cf7ace20000000946202     1
20a1732ecbc95401ca5960103578436e90000005505077     2
272178b2acff14fa98331cc293ecec14f0000009356705     1
21ecf960d9acc45ada5333311fb2c935c0000005611741     2
29a9c632152444a2a8440348b7b1b46bd0000000182486     1
2734a5c79a3c14ae2bdf4f538e36125080000008396424     1
23853030cae87430698a0c97ef9db13050000009157389     1
2148ab1fcd48f475e951ca124d9ca4fb40000004350892     1
2b8585a6dc04f489faf3b2b0973f9cb270000000781855     1
275dbfc8747db451f9973acab95d3daa70000008266700     1
215b52b9c4efb4f6f9c4543016f2867540000002356863     1
2f15a916bb5da4004b2f13c4f8b64a2390000005174870     2
2dd4baa15550c4731bbeecbfbc4b5f8450000000326156     2
25c186b1668b94068979131b38dddf1530000006514991     1
25a7447816004428dbf819264df83fed00000001245439     1
2ade0339d19d14285a32607c396659e4f0000005897141     1
2d58ef34057fb4b309dc43b00cf9cb30e0000006776083     2
28b13b4ec616343bcac85d4de666b895d0000007007356     2
2e68395f310894892a5e4d5c4381392520000009408682     2
248cbbb3f88ee4fbdb3b3923364c32c5b0000002703441     1
2eeda0d561ba8439c874c7a5f66399f510000007060885     1
264a7a4ef8fbc491c9c56400c2b1303560000005276874     2
2ba02b86e84fd41b4a10f18ec2268bcb90000000053757     1
287f1679214cc49c68be22da22671fca20000009050693     2
24743e8c5d480441fa15eb758adb699400000009478786     1
27fac184f299149068970c0b3a6fbd8580000006559606     2
2f88e1435b02f46f6a629f4c5c260af290000005883519     2
248eadead551843bc9b700eed184abe470000003535223     1
2b23f7b044dc7495cbfa1a32ce48b45e90000008327386     2
2ee0116cd8bc5439482f22c6d476f20600000002279379     2
21f151c5add4a460193e8a4c5e8d5c0790000006420119     1
257759943e5f846ff94f303d9be4466bb0000004926921     1
27ab7719092fc4eb796592ae4725b5e830000009836076     2
2ebc7d87c84f748cbba7c95a067506f640000000021111     1
3d76aa4a592694efda51bcfe8b74b6b820000000253510   0
3050638f223f64296b258cf140cbf13370000000778756   1
385130c0026384350b1c106acaeef86460000000499028   2
4               20220413ffc0769afc6a41fdaf0c496bfb22f14a
12818be308da9406c853f9880fc1d6d31   001000003271544200000008472460000031868196
2f38aefcf98aa4d60af71d2630479ceb30000001005534     2
25e8c81544cd641fea164b504a87d98470000001665585     2
282cc5f65b9b3453996fbd48ece165be00000006956273     1
2a0894f6ce72c46f082285ec7cf06afd60000001872450     1
2225e81f79ae74d62b53de276636926100000008617779     1
2d7adf69bf27a4804826b06b18cfd9e220000004002906     2
25198b746b1794825a1bbcd88d4e566fd0000006534861     1
2195412a2f92343f6ab13c0d6959a45a50000000322029     1
2718757ba00c34c7caf7cad72a9820fb20000006263928     2
296c939a2dcc04abc97e13487139eaa590000008330972     1
2421a608e026a45a48a922b7063f9bcec0000006072655     2
29088b2428c474d3bb79842d07834462e0000000680530     2
2ae68ae87fc6749119d28322de6d086550000000081078     1
22323372e739649adb20a50e095da2cbb0000000572185     2
37c2f14e0501340478dfd62d3ee9d4cb60000000847246   0
4               20220427271a937ab3ea409fafcdf7b5ceab8319
1cd661d7c58244cfea2c9462c20131f31   001000004432344900000011781770000043145272
298da0b1e513640988b1976045ee530070000004426588     1
28467c4945c7949f7a0ef77e0273427890000008324112     2
2b5e2cbd20b0b40af9831c42f31f874630000001321667     1
2068e3aa1bc6c4b75bbfd5e3ad4164cae0000008049994     2
2d5feb6aff6fb4833aaa11dd6ee9c8f7d0000007591553     1
29d8b3d2d46d6465b97ec6b5a9b9b023f0000005334663     1
22e711025793f449e816bcc97435735b30000004831246     2
24c7c49ec36a54319a529280584291ad60000009222477     2
2240444f95e5d4c248e439b7c71df986f0000007195992     1
2d2c8a89ddcfb42d39fe0ed4acf6f6e620000000234223     1
2ab3883c59fdd4459af1fc0d9d233c6640000000712569     2
2323d59a662564051a89eda93e75fdba10000009438780     2
2c720ac404a534f358fcae59197e8b0de0000009444851     2
2b2bd33c16eb44f7e9a311c6888c7203e0000006028603     1
22865c89a87dc4020b4e26886a63857e90000004256345     1
25f2221229da746fd816c4c47500928460000001946196     1
252bcaf7419cc4f89a96131f4563c7dad0000005987619     1
3fb2ff1e59212461e88cf64f5503e1ffa0000000179271   0
3eb6049596f874dca9d0b9534e72e38f30000000018050   1
34e2c3e0282694be3b41300c03c1844eb0000000059597   2
37667e4a5adb64aeca9b13b8fb26249fe0000000921259   3
4               2022041196eb75b4172049c3a845a6cae5b7f0d4
1214118b873a940f7981e282640196e7b   001000011163710900000022450420000109392067
2a1c93780f81c424aacda8bf56bc9e3120000000794736     1
28c4c7b8ddb7d4b54a909984fb9054fe80000004136540     1
20c62b86a8bbc4930aa9db8b78f36b5d50000004317195     1
21b0f6f9735ea4791a9a45c4766fc30320000002703657     2
27b80e614aa914be3b66d5768c5b33f070000007807959     2
2d3c1fe3b31374485a6c493b1d05631440000007654377     1
2c40f26cd6f92404aa7b207b1798901360000002470143     2
27c2674e68931435b9b954b24943476b70000008363473     2
2fde113d0b5a8483480a41a6d001a459f0000000361257     1
28b8e4328c3b84f0cb0f6779099fc40ed0000004899870     2
2e6f09f61328945ebb9f7599d7dec57cd0000005070193     1
2ee180edc0c534539a05bbc6f994732990000004165386     1
22ecbe39ab4e34b5687578bfe03c68d2e0000002012949     1
214503f7939bc444eab6cd4ef9851ad3d0000005444936     2
25301314f2bcf49a0af70bcf3fb0e6d5a0000006448677     1
2423cbcebd37f485a9b636601ebc175fc0000006170173     1
25df1a97a25784c9687631b942a9453550000005450183     1
26726195fabb94396a135a6483f03bdd50000000956845     2
256549375bdbc469bb0ab8f4a9d9a46760000008690603     2
2adee8ec9902d4c20b0817bd1ef0214bb0000000431524     2
2e125c2ad381945dd9504472930c9043b0000008301185     1
2f92de703d7ab4c9b94d1ecf6ae51db380000003382907     1
2556cede385be4e6bb36a7540d8a36fc00000007430080     2
29a04418db17f4f969517072f4d8178f50000006550436     1
2a05e12bb40ae43a4a7c96280520105870000009596515     1
2e80e0681d93d4c20972d48b5ad7ad71b0000006846378     1
260bbc412408f4839848cbb9d3eb878930000006082914     2
2a23ab618aa924d0686ee74e123fbdbdc0000006782040     1
2b9cdcbc522e44adc8e8624a9d6cf03070000009486906     1
234b9b9dd051844a58f0eae0cb776bd5d0000001319189     2
2c5277c0143864efa9b4ae4c186aa7c980000006379916     1
24d63af2fcadb461a8a27b26413dc59ee0000006516967     2
23330533d88014bb88e8805b4554935da0000003280052     2
2437a8dadb09f447e8f623af79d34958f0000000307904     1
26fd618bf4d2c4f459a6311f4167a5c510000003474588     2
2abc1c6185723487e866e648751d017960000004775462     1
20021f80b529d4139a9cd2f9c1b4d48ad0000000992226     2
2aa94278aefd34f9882b67093a538686f0000002223999     1
2740cd4dffc70473182af96c2986ed3390000003308090     2
2c6b4652d7fe34a1b9e46a8352b15d5fc0000000421795     1
36904f1f41f2f4afaa56ab3449cee12880000000300184   0
3fb429cd6c6cc4cfab08e75249a1c365b0000000402536   1
38f2956f77b82489fadd868463fbf86dc0000000575838   2
3ab4ccf460e024f2c92ee8b912aaea8860000000966484   3
4               20220412441aca5d3056448bacfcaef181e24012
188091c0c78d94538b72b34211b069fb2   001000010450629700000024266140000102079683
26a6755f48abc48a3a1f457ba11cca3620000007383601     2
24e9092334c144c7b8babc5a9a46771a00000008800300     1
25613218242bf4865a74d48f39401353e0000000326451     1
216df9d13dc3f4dc2aebf71cc457cb8c60000008780634     1
213311fdd53634ea28eafa204557a30f40000002234566     1
28753c1d2172743fe95d52ec9c4fa817a0000004405239     1
25d5d28665ebb4374bbc901fd99f9e12a0000009674405     2
257e66be08b6346189f63ebfc4bb51e5c0000009204654     2
24c5ae9587b6040a8aa468ea7889180fb0000005536960     1
2404ef4a953c445bc942e916ac691294c0000008387643     2
2de2191ccd366429798eb5ed820c535a30000002265433     2
243c4e7af30524a2abdb171a32f582f3f0000002610897     2
25a23dcfde9d640f2aee52ab375df2f210000002368271     1
2089d19ca649a44e3a73526ff8f4751130000006096846     2
27ca40af8a4db4ba18951f25cff4eff850000009287951     2
25507893ad0564d6fb4bd4adf3b3bd6800000003569368     1
2f3a091901aff4bf28bcad341388b431f0000008548811     2
28b3fd9a70cd94dd09d8de08a677bf83e0000009866929     2
29f9df9af5aac4c88824ab3e7bc95ef860000006876551     2
29cbb08e2c2a0462e90f1ce11b57e2d0b0000006780047     2
25b491bfefe484184891b85f3dcc4384e0000006221708     1
2c30c80b7ca1648a8a0f31c358a231b910000007109682     1
2efdc4842631c47c985ef882bd0c897f90000001216645     1
2e6236d901e0e4a89a45cc045801c88150000001644680     1
259e0d2b1fe6948daa46d713555583a810000002314535     1
29eab9c843f3f4b56b1d56a7e0f94661e0000002621863     2
27e288fc997384e9e8ad422f9c2a7003a0000001894856     2
2f7b3067b1e03458080d65976299890f80000009061204     2
2cd347f3b02154d608dd5405aa8cfb6260000006948808     1
24549a164245b42b18db9a1b096c15fbd0000009791320     1
24cff1a2143ea41d4aad07f23ffddd7230000000229394     1
243f7bfe0bcae4644bcec1dd579b3b4fe0000000163028     2
244f5d4ec023043b89de0c3be787c81670000003497690     2
287ea06f42f814f4a98e7053cd352e5e80000001912651     1
27ab4fcb1f30b4d4a85bbcb031bbecd8d0000003638203     1
25bbc5a5998ae4b19bd005306b95f0eff0000005151235     2
2e96ec0ee30ef41cfbc41e59e959471660000003304514     1
215c084aa550d46b5827e5c1286ae57200000007860070     1
2c40cf43c6f1c486a80db6e6d053358db0000007000455     1
2c9fa2d283e0b4d91ba1e5646ddb8c39c0000002924947     2
2aa33b54870c848f1b4c85fb5c3f60ac70000005099836     2
21cffb5c008c34993b853b9615fb35ac10000006560557     1
25cc4dcee979340aba2b29a213814d3890000000527045     1
23f80c50a0c054bc2af0f768d58dbd2c40000001585060     2
2815dd587a4204ae896a16bf1779c4d1d0000008284144     2
2102222095d1d4edf9d708a576966c4670000003625977     2
28abd998d04c440a9a006a159b4c314390000002204241     1
204290193064d4368b681e8e708801d060000000897992     2
241c7013982df485bb8b977e943cc2c620000001620920     2
32a82918021cb482183b3de7ccd4cd2aa0000000780923   0
3c3ad7ae2b0304d5a95b0accdc68477460000000511426   1
3b9c751d83aa74a5cb705abec71246cda0000000463228   2
3ceee42511781441ca2b37d35babe66840000000629572   3
37579c6a9da2a496289189bfeb2094ef60000000041465   4
4               202204206365c6df3bb84e74a768c332209fcb8e
105cdb2166280484daaa81217243d5d6c   000000003837101000000001525990000038218411
239e6858e9cfb4e9b89a87c56ff56f67e0000003836394     2
21cd59ecbc3ab4b59b193e8ce63e73b9b0000008263871     2
2568f4f8f5913499abad7479660667cdf0000007022746     2
2ab47a74f67514ebd8523387359490e6d0000000111506     2
23e529eb2050d42a48277f36ac98bb32c0000003177097     2
221510415a34e4dfab7d125bcce46138f0000004044569     2
25a46c208bf074a17afe26419416e35120000009001979     2
2fe38d29fe5704a569582929b9fa13dc10000002082947     1
2a6530f596b9e4e5f99418c70fffc46810000006432181     2
204abeb1ac8d4434e986218cff4ba81340000000032222     2
2333157b7a95c4a3c8408fbb17e0e8b7b0000003674463     2
2a24909411253491186c5b205593c8d890000001339950     1
2c429d88fc7be464ea32b69e1ade4cdf80000005034494     2
2c2017a1357074087be455505e9a76f9c0000002925093     2
27dbc5e400d954cf2aaf4905f87250e3b0000006003413     2
23f210a6c729548cdb4131c48fab6957a0000009902944     2
27984b20c01ce45838ce6ac752667d3560000001683272     2
2b5e19c8d688140188aa581654cd3d80c0000006984656     2
23617ae14a13540408f3a026894c728780000004017602     1
2280d3a24ec3a45b7bb58dfe73b90187b0000003765104     2
2fd735441d90d4d96bed0012c5a664ddf0000008280143     2
2145c70cbc2f743fc9129bfc838d28a680000004506104     1
20d94cadab105435eb1707d9dfbb2e8630000006893824     1
2d45ce892d3614fad9aba8e832b9567200000000282526     2
2d55253f802d34407ae8e1a2b7234c2a20000000961483     1
2b1891e4fba14403cab0ade32efe0c00e0000004801570     2
2ffc0762ba766456fad5bcaa14ba01c7c0000009519215     2
2ae64b7a9f6b7461980b08ebaefd70def0000000827097     2
2617e528758d246c0875dbcafb874644a0000002427975     1
2158dd31e64344a7abf8b9892b65469e00000003916005     1
2645e9daa6fea45a8870679d77b8913a90000007372338     1
262876fad70f64f28a556825751174cc50000000371021     1
2ef46ceec20e3425992eacc758b3f12b90000004481761     1
2592f62f3f0af41b8b0f115d08e95a0710000003616629     2
349f5cb52ce4843a5b73553ee03f3860e0000000152599   0
4               20220426de377a4f129544c7a4540a9ea0a2ee9d
179e66e8f290e4d0895f9e590398c8238   001000021579587300000021904840000213605389
2077b6f7853164a48b41b1e2b5d0ff8660000000235473     2
22df9c95928914e00ad93111c35d998790000000027757     1
292bc5829ec13425fa488121a4a640be90000004398432     1
218ad8e53fc744eba895d50cbc90786a90000008089053     1
2e7740e4b621c4dd99bde48114692f3aa0000001308156     2
2d62d854a60504f76a2f04d08392209c30000009445216     2
27ad165ae82f54e8c9a26494eef7dc5c30000008720491     2
275c10611dfef4ac09bc9a90b745ba0570000003777503     2
2ab1bad16ac5a4dd2974b71036eb7ae2a0000000747199     2
2ffe25b33bd8e454aa821f906cf2f47b90000009877962     1
24cc3a77cee9b41d2997ee9d6682fa5a70000004402077     1
27a2f6c9fe4944c5fa001195ba485c1270000001062351     2
25b46074e20cc48908f2a92225f6ae1a10000006066233     2
2fd96c50d5ba34393a8aeb079d19fc8520000001115829     1
2416b4756a48d4ab8a92464e23db3ef420000002561962     1
2493bf17306df420ab03888a3df5660870000003546834     2
21ee159a773984425908205731785f7490000006225108     1
2aab7e02bfb1f4927a812469939be37300000003531001     2
2659788ec1c9c4f6c836e1a80c8ebad300000000246716     1
204fb89eb5ba648d2b2f51a58c8cb5e760000002921008     1
29b3235c4204745df8a2ec599b34697d30000002146787     1
2cd54025ccba64655834df5a54203586c0000002591803     1
200da8e956fe145f298844f8f56ffe48e0000009532489     1
296980377d12548ef9f772125c78e52ca0000003176256     2
24d0c696ecb274d889f2cc984b3e1964c0000008109341     2
2add6111c191b4897a47d2ba5c95304e30000007584011     2
203829c5631ce4395a389177b310f09df0000001141181     2
2ac5663e8cfc14ff8be8abb4abac5ba520000001664783     2
2e17ea3c7d1e34c3281feed49ecf037f50000009369359     2
28a942d0525924de9bbb6367e3f351afa0000003804898     1
291f55582f63446d5ad8ddb981c20a2370000000650775     2
2c604e281486d4e1f98fdd11e30d682500000007977469     2
21f0aec13a41947a0a83affffdbf5d5c50000006531543     2
26aee198001d94a6f92b60092a239eb840000009686783     2
27dd82a123a0640479272d93c5f3a7ef80000007000911     2
2b941474f67e14cce94e4ac8ce12f66740000000612985     1
221c8b9a48eaa4e09b73e0cbd479c4be70000004193959     2
2a2f18e9266b9460881b40e5bf92ac3f40000008840943     2
215bd260598a746d3a17f2d4ce424e5b30000006475723     2
216c97e40abd34af7988ab5e34cd0965e0000003077148     2
2415d6684e5e346c09f3d7ecbb9ea186a0000002445125     2
2bf57856754b642349679874f1763bc4b0000008289067     1
263fa1207bc1c481dab73c9015574d0300000002589975     2
230876832260241ed96e98ffcf0a503c90000008850676     1
234b98956837c4331b3acf845424cfec50000001446501     1
20197c7d397804dd7a4a85623f1cbd7fb0000000254609     1
29d60a17798bb4c288ff3639f3887aeaa0000003133674     1
2ff854c0eedaf41dfbb52bb1caadb76e90000000722176     2
2ba961cb1403946eab5aab45a676617740000003254253     1
2741152bb89aa48ec991d0cea28813d2c0000009640699     1
2f2eb5bd64d8d43a3a247230aee0ec92b0000001950802     2
2849819f4d01b4ccfbe24b81b77c5c9330000008714944     2
23a25eb28403c4362a8d1b96544eb55e90000004356685     2
2bf3fa460322f4574ba6ff3c0a1ac82430000007796210     2
221df61eb33b64a0892b9562fd4db912a0000005070478     1
2e054d56bec8e4c23984f6ac375ef80f50000000013663     2
292946909af1f431c9d1692fabb3d6c5c0000004562630     1
26f48837d14bd4b959ee257d40be9b0520000001569881     2
283e7586a49cb49fdbcf8b02f9f427fbd0000008717639     1
267e914575a0b4cb8b9c3d1459857c84a0000001155104     2
22d748c7ecd89442da6fe79ece4afb4b10000008001383     2
2e5d62fce723142618d620a260908f4430000003571407     1
2e0abc2a1e1214cfb891d349eed4cf89a0000007255638     2
21c6bac996aab492f875905d9b7ed74540000003492418     1
2947ca713bba14c2ea1b35d14848727710000006516575     2
2e9d52b4f80724fc38e421ecd6a79a4820000004785998     1
2271a9a765b2d4b878cd01505bbccce1c0000004404048     2
2f322ef0460224d0ea879835fc8fe0d610000005408822     1
20476b403a05f447f896cbaf44617685f0000001016904     2
29ff1c9abe969409a8a4771a1dff845c40000001657289     1
2288cf54468074f5080fbdc625f7e2e0a0000006397690     1
2ec05dd9682c641eea5832c700039fd830000000425252     2
2fcb70a54ec344150abfe8af63ecf85e40000008662267     1
2cd0a0ecf53db4390997786b0c746d2760000003840606     2
2701af7ce1b6947a28040fcbda002b9d80000007990808     1
269904876885a4440a6182aa0cf0b162b0000006410437     1
2988149ddd767469d89f729804c63ca520000008414529     2
255da3cda4be34da987625b675d1525cd0000004863668     2
201022557a16c4b8794ec01bc45deb2e20000005077521     1
2465b0eec2836408a8d619dbcbe15db610000004160647     2
21ac4b456d8ce46cda7c679bf5ac905430000005807169     1
213996645ed58485ba5a3cf4e2c61265c0000008929725     2
2cdbdf8004a6e4bbba9bd25e745b8a0bf0000006543297     1
20dd4d8b1e59d417d9aead848a253a5870000007777364     1
26a0f31d1979641b9953ccf12720df8eb0000003753466     1
229dc9320ca954c68b4590861e72ff6eb0000009856284     1
273da0fb126dd4e9cabed02fe243099530000006924156     2
26d7ce702f7b141e7901601c77acb88b00000006795004     1
273881f0e1d1c4ec489ca94bce3a8b5ef0000005570787     2
2d70fbd5c11214a4cb79d32c56950578f0000006359842     1
2ed3ce458140f413a8b18b5c49686305d0000001012304     1
20b49bfd9cdc3411a9cc4fb443bb831810000002661394     1
3c2f09d466eab4e67ad55f66e61bbbd1f0000000095324   0
3f682dc71fad0472085d5ae8b4e10c2d20000000704999   1
33b2d77209909493bad742df92c1cea440000000675375   2
3f8b6c8ed69e84bf698b852a77126ef0d0000000714786   3
4               20220415a9a8b0a67485421dba1ab4dc71cebed9
158f41432d4da4554a985916767c3a9e8   000000016161437700000019727750000159641602
22c5cd565795043c4ad228704ec860e750000000539569     1
2a843e434827c4dc4a0a2a0c4186fd41f0000008618723     1
27d12b35c10da4993b56af3d4059a761d0000009954055     2
2876da99bb196419395f62a47e2287b930000003333150     2
28133557cb78a40f29a3567d569e6d5d50000000490782     2
23b4e5159b99a4270abeca89a218f2d940000008759427     1
2a08f4fcbbd7945acb0d77d0ada7925f30000002078305     1
2d7761d504b234377bbcf84f209718de20000009938774     2
24999389a970c4ddc9959300f0c0845500000007497108     1
244cb8a02cfc448e3b29d33d4fc5fc5f90000000959337     2
2da8a29008aba4367915df72e5ab7cdcd0000000818104     2
2e202e7101af34313887956023090f0d00000000041348     2
2affd94b992114b90a2071b57fbdf35240000003440218     1
2b56a17e976c040179bbb026162ac90fb0000009842885     1
299eb32747d704eeca58b72967d6bf85d0000005522857     2
2aba449d4b3b746f997710fb9abc842030000009077616     2
21849f2d440d74cbf8158fa221b97549b0000008017843     2
2ec3441fecdd840d086fc52162fa155680000006623999     1
2170b5e700c884e8098714750caf9517e0000008136002     1
284f66e99e98a4494a0c9b19b50fd5e420000001110559     2
2d4bd0b53c506440e86dfe94652f0c1f10000001842276     1
2da1bf9b0d8134181ab5b7e61fda2de110000008884166     2
2111116eec83d4606804bc8790f40e1ea0000005857911     1
2848fafb008df405e9c9b8642977221b00000009235831     2
202b20b4a607a4fa2902778c8c0cd34ae0000001204649     2
2733b6652612c49de9b3ff9609d093e9c0000005265083     2
2eb200350594f49edae1e22b44efb6b810000009074432     2
2cbbb4cc2c5c14ea19170fc2701126f400000003295551     2
232418bda3c2f4c51ba7dca19b3cd593b0000009705906     2
2433817ec466e433e98d509abe4d0e45a0000007131384     2
2227b77ea5df8497b9768d088047b12360000005968632     1
2a7b865116fc14e62ba4214965fe518580000000190787     1
201b0997b46e343ec956e57a2754ece1a0000009669076     2
25008b9619e4744478979d4ad9d54711c0000008319437     2
2f8439ba4e3a54fa18235b6e5abd55ddf0000006821657     2
262ab190cd8d74579955b141f3a7858dc0000003241713     1
25502542ff222425385ca8302caad28290000003223760     1
2ff9262201e214eb0a65e16330338fe020000002274839     1
273d7fa03bfc24d4a927df6eaf6e7f0730000007141901     1
27393c4832e4c46cd8439e2ad38f268f50000006476852     1
2de6e3cb20e604ccbbe38771e76d282400000002082905     1
2fed15f2a759e44b1808e35861a3f04250000000772968     2
267e5cacf57184d238508294c17ce04dc0000005672307     2
26e002978d31548f6b7b78db7daa5d1990000000927279     1
2a8460db40c124e2cb88ece36e6581edb0000001499510     1
2a38a20be85c2402ea4536fc51ec117dd0000004755512     2
2e808a30efff8405db29b985420430c070000001080821     1
24e64ce3336ce4ae4a74a4025d80faca80000005507167     1
262f7629897164e9f8989feb447bf4b140000005605977     1
258320de24f784cf3bbf0d9be7d4e3c730000004128405     2
263b93bd7dc494594badc48f0fb0590190000006515205     1
228e816580cd846e5bef9677bc314a0710000000518109     1
2fda8054e2ebf4cda9efc0a82ec98116d0000009186563     2
236eef04f01a6432c98e8f113ecc359750000001249086     1
28bf8ed2e9ef34ba1b793c5381d15bf850000008744794     2
29a56c70f1bc446fea68d5d887cdb03d40000001904697     2
2be231f09b6d44cc28cc7af8330a698530000006115685     1
21cac58477d6f48f9a24aa33dc8560b0e0000000594002     1
294dea13d2b0a4633bf67efccb43ef8690000000076246     2
2c1a527d8759a4edf854b351f3b049bf00000006635128     2
254b37a3322114f2691c92a6ce819b9be0000007779269     2
25f19151301a14f8490a582e42053da930000005987516     2
249918b3ca0284017bf674ffb29b0e2f40000009601595     1
2883c9c09469b41c691acaf3a1bed10790000006069640     2
2ac86da19189e413ea3d257ec8c6e449a0000007863897     1
2699c633a7fae4eeaa3f5a5331c85abd40000006569368     2
28e45e8f0e0ee4b5ea53d92bb8ac84da30000002829662     1
